"etuus";"vuosi";"kuukausi";"ikaluokka";"sukupuoli";"paiva";"variable";"val"
"Työttömyysturva";"2021";"7";"yli 54";"kaikki";"2021-07-01";"aiemmin tukea saaneet";"36771"
"Työttömyysturva";"2021";"7";"18-24";"miehet";"2021-07-01";"aiemmin tukea saaneet";"12538"
"Työttömyysturva";"2021";"7";"25-34";"miehet";"2021-07-01";"aiemmin tukea saaneet";"28323"
"Työttömyysturva";"2021";"7";"35-44";"miehet";"2021-07-01";"aiemmin tukea saaneet";"23812"
"Työttömyysturva";"2021";"7";"45-54";"miehet";"2021-07-01";"aiemmin tukea saaneet";"21248"
"Työttömyysturva";"2021";"7";"yli 54";"miehet";"2021-07-01";"aiemmin tukea saaneet";"19761"
"Työttömyysturva";"2021";"7";"18-24";"naiset";"2021-07-01";"aiemmin tukea saaneet";"10724"
"Työttömyysturva";"2021";"7";"25-34";"naiset";"2021-07-01";"aiemmin tukea saaneet";"25527"
"Työttömyysturva";"2021";"7";"35-44";"naiset";"2021-07-01";"aiemmin tukea saaneet";"23924"
"Työttömyysturva";"2021";"7";"45-54";"naiset";"2021-07-01";"aiemmin tukea saaneet";"19226"
"Työttömyysturva";"2021";"7";"yli 54";"naiset";"2021-07-01";"aiemmin tukea saaneet";"17010"
"Työttömyysturva";"2021";"7";"18-24";"kaikki";"2021-07-01";"uudet saajat";"2975"
"Työttömyysturva";"2021";"7";"25-34";"kaikki";"2021-07-01";"uudet saajat";"2283"
"Työttömyysturva";"2021";"7";"35-44";"kaikki";"2021-07-01";"uudet saajat";"1047"
"Työttömyysturva";"2021";"7";"45-54";"kaikki";"2021-07-01";"uudet saajat";"683"
"Työttömyysturva";"2021";"7";"yli 54";"kaikki";"2021-07-01";"uudet saajat";"486"
"Työttömyysturva";"2021";"7";"18-24";"miehet";"2021-07-01";"uudet saajat";"1606"
"Työttömyysturva";"2021";"7";"25-34";"miehet";"2021-07-01";"uudet saajat";"991"
"Työttömyysturva";"2021";"7";"35-44";"miehet";"2021-07-01";"uudet saajat";"440"
"Työttömyysturva";"2021";"7";"45-54";"miehet";"2021-07-01";"uudet saajat";"339"
"Työttömyysturva";"2021";"7";"yli 54";"miehet";"2021-07-01";"uudet saajat";"235"
"Työttömyysturva";"2021";"7";"18-24";"naiset";"2021-07-01";"uudet saajat";"1369"
"Työttömyysturva";"2021";"7";"25-34";"naiset";"2021-07-01";"uudet saajat";"1292"
"Työttömyysturva";"2021";"7";"35-44";"naiset";"2021-07-01";"uudet saajat";"607"
"Työttömyysturva";"2021";"7";"45-54";"naiset";"2021-07-01";"uudet saajat";"344"
"Työttömyysturva";"2021";"7";"yli 54";"naiset";"2021-07-01";"uudet saajat";"251"
"Yrittäjien työmarkkinatuki";"2021";"7";"18-24";"kaikki";"2021-07-01";"yrittäjien työmarkkinatuen saajat";"442"
"Yrittäjien työmarkkinatuki";"2021";"7";"25-34";"kaikki";"2021-07-01";"yrittäjien työmarkkinatuen saajat";"2995"
"Yrittäjien työmarkkinatuki";"2021";"7";"35-44";"kaikki";"2021-07-01";"yrittäjien työmarkkinatuen saajat";"5181"
"Yrittäjien työmarkkinatuki";"2021";"7";"45-54";"kaikki";"2021-07-01";"yrittäjien työmarkkinatuen saajat";"6174"
"Yrittäjien työmarkkinatuki";"2021";"7";"yli 54";"kaikki";"2021-07-01";"yrittäjien työmarkkinatuen saajat";"6736"
"Yrittäjien työmarkkinatuki";"2021";"7";"18-24";"miehet";"2021-07-01";"yrittäjien työmarkkinatuen saajat";"222"
"Yrittäjien työmarkkinatuki";"2021";"7";"25-34";"miehet";"2021-07-01";"yrittäjien työmarkkinatuen saajat";"1611"
"Yrittäjien työmarkkinatuki";"2021";"7";"35-44";"miehet";"2021-07-01";"yrittäjien työmarkkinatuen saajat";"2606"
"Yrittäjien työmarkkinatuki";"2021";"7";"45-54";"miehet";"2021-07-01";"yrittäjien työmarkkinatuen saajat";"3098"
"Yrittäjien työmarkkinatuki";"2021";"7";"yli 54";"miehet";"2021-07-01";"yrittäjien työmarkkinatuen saajat";"3393"
"Yrittäjien työmarkkinatuki";"2021";"7";"18-24";"naiset";"2021-07-01";"yrittäjien työmarkkinatuen saajat";"220"
"Yrittäjien työmarkkinatuki";"2021";"7";"25-34";"naiset";"2021-07-01";"yrittäjien työmarkkinatuen saajat";"1384"
"Yrittäjien työmarkkinatuki";"2021";"7";"35-44";"naiset";"2021-07-01";"yrittäjien työmarkkinatuen saajat";"2575"
"Yrittäjien työmarkkinatuki";"2021";"7";"45-54";"naiset";"2021-07-01";"yrittäjien työmarkkinatuen saajat";"3076"
"Yrittäjien työmarkkinatuki";"2021";"7";"yli 54";"naiset";"2021-07-01";"yrittäjien työmarkkinatuen saajat";"3343"
"Työttömyysturva";"2021";"8";"18-24";"kaikki";"2021-08-01";"aiemmin tukea saaneet";"23295"
"Työttömyysturva";"2021";"8";"25-34";"kaikki";"2021-08-01";"aiemmin tukea saaneet";"53760"
"Työttömyysturva";"2021";"8";"35-44";"kaikki";"2021-08-01";"aiemmin tukea saaneet";"47885"
"Työttömyysturva";"2021";"8";"45-54";"kaikki";"2021-08-01";"aiemmin tukea saaneet";"40576"
"Työttömyysturva";"2021";"8";"yli 54";"kaikki";"2021-08-01";"aiemmin tukea saaneet";"36840"
"Työttömyysturva";"2021";"8";"18-24";"miehet";"2021-08-01";"aiemmin tukea saaneet";"12337"
"Työttömyysturva";"2021";"8";"25-34";"miehet";"2021-08-01";"aiemmin tukea saaneet";"28009"
"Työttömyysturva";"2021";"8";"35-44";"miehet";"2021-08-01";"aiemmin tukea saaneet";"23585"
"Työttömyysturva";"2021";"8";"45-54";"miehet";"2021-08-01";"aiemmin tukea saaneet";"21143"
"Työttömyysturva";"2021";"8";"yli 54";"miehet";"2021-08-01";"aiemmin tukea saaneet";"19779"
"Työttömyysturva";"2021";"8";"18-24";"naiset";"2021-08-01";"aiemmin tukea saaneet";"10958"
"Työttömyysturva";"2021";"8";"25-34";"naiset";"2021-08-01";"aiemmin tukea saaneet";"25751"
"Työttömyysturva";"2021";"8";"35-44";"naiset";"2021-08-01";"aiemmin tukea saaneet";"24300"
"Työttömyysturva";"2021";"8";"45-54";"naiset";"2021-08-01";"aiemmin tukea saaneet";"19433"
"Työttömyysturva";"2021";"8";"yli 54";"naiset";"2021-08-01";"aiemmin tukea saaneet";"17061"
"Työttömyysturva";"2021";"8";"18-24";"kaikki";"2021-08-01";"uudet saajat";"1981"
"Työttömyysturva";"2021";"8";"25-34";"kaikki";"2021-08-01";"uudet saajat";"2357"
"Työttömyysturva";"2021";"8";"35-44";"kaikki";"2021-08-01";"uudet saajat";"1222"
"Työttömyysturva";"2021";"8";"45-54";"kaikki";"2021-08-01";"uudet saajat";"809"
"Työttömyysturva";"2021";"8";"yli 54";"kaikki";"2021-08-01";"uudet saajat";"637"
"Työttömyysturva";"2021";"8";"18-24";"miehet";"2021-08-01";"uudet saajat";"1100"
"Työttömyysturva";"2021";"8";"25-34";"miehet";"2021-08-01";"uudet saajat";"997"
"Työttömyysturva";"2021";"8";"35-44";"miehet";"2021-08-01";"uudet saajat";"469"
"Työttömyysturva";"2021";"8";"45-54";"miehet";"2021-08-01";"uudet saajat";"392"
"Työttömyysturva";"2021";"8";"yli 54";"miehet";"2021-08-01";"uudet saajat";"309"
"Työttömyysturva";"2021";"8";"18-24";"naiset";"2021-08-01";"uudet saajat";"881"
"Työttömyysturva";"2021";"8";"25-34";"naiset";"2021-08-01";"uudet saajat";"1360"
"Työttömyysturva";"2021";"8";"35-44";"naiset";"2021-08-01";"uudet saajat";"753"
"Työttömyysturva";"2021";"8";"45-54";"naiset";"2021-08-01";"uudet saajat";"417"
"Työttömyysturva";"2021";"8";"yli 54";"naiset";"2021-08-01";"uudet saajat";"328"
"Yrittäjien työmarkkinatuki";"2021";"8";"18-24";"kaikki";"2021-08-01";"yrittäjien työmarkkinatuen saajat";"382"
"Yrittäjien työmarkkinatuki";"2021";"8";"25-34";"kaikki";"2021-08-01";"yrittäjien työmarkkinatuen saajat";"2689"
"Yrittäjien työmarkkinatuki";"2021";"8";"35-44";"kaikki";"2021-08-01";"yrittäjien työmarkkinatuen saajat";"4634"
"Yrittäjien työmarkkinatuki";"2021";"8";"45-54";"kaikki";"2021-08-01";"yrittäjien työmarkkinatuen saajat";"5545"
"Yrittäjien työmarkkinatuki";"2021";"8";"yli 54";"kaikki";"2021-08-01";"yrittäjien työmarkkinatuen saajat";"6137"
"Yrittäjien työmarkkinatuki";"2021";"8";"18-24";"miehet";"2021-08-01";"yrittäjien työmarkkinatuen saajat";"199"
"Yrittäjien työmarkkinatuki";"2021";"8";"25-34";"miehet";"2021-08-01";"yrittäjien työmarkkinatuen saajat";"1407"
"Yrittäjien työmarkkinatuki";"2021";"8";"35-44";"miehet";"2021-08-01";"yrittäjien työmarkkinatuen saajat";"2301"
"Yrittäjien työmarkkinatuki";"2021";"8";"45-54";"miehet";"2021-08-01";"yrittäjien työmarkkinatuen saajat";"2770"
"Yrittäjien työmarkkinatuki";"2021";"8";"yli 54";"miehet";"2021-08-01";"yrittäjien työmarkkinatuen saajat";"3115"
"Yrittäjien työmarkkinatuki";"2021";"8";"18-24";"naiset";"2021-08-01";"yrittäjien työmarkkinatuen saajat";"183"
"Yrittäjien työmarkkinatuki";"2021";"8";"25-34";"naiset";"2021-08-01";"yrittäjien työmarkkinatuen saajat";"1282"
"Yrittäjien työmarkkinatuki";"2021";"8";"35-44";"naiset";"2021-08-01";"yrittäjien työmarkkinatuen saajat";"2333"
"Yrittäjien työmarkkinatuki";"2021";"8";"45-54";"naiset";"2021-08-01";"yrittäjien työmarkkinatuen saajat";"2775"
"Yrittäjien työmarkkinatuki";"2021";"8";"yli 54";"naiset";"2021-08-01";"yrittäjien työmarkkinatuen saajat";"3022"
"Työttömyysturva";"2021";"9";"18-24";"kaikki";"2021-09-01";"aiemmin tukea saaneet";"20975"
"Työttömyysturva";"2021";"9";"25-34";"kaikki";"2021-09-01";"aiemmin tukea saaneet";"52138"
"Työttömyysturva";"2021";"9";"35-44";"kaikki";"2021-09-01";"aiemmin tukea saaneet";"47116"
"Työttömyysturva";"2021";"9";"45-54";"kaikki";"2021-09-01";"aiemmin tukea saaneet";"40212"
"Työttömyysturva";"2021";"9";"yli 54";"kaikki";"2021-09-01";"aiemmin tukea saaneet";"37036"
"Työttömyysturva";"2021";"9";"18-24";"miehet";"2021-09-01";"aiemmin tukea saaneet";"11435"
"Työttömyysturva";"2021";"9";"25-34";"miehet";"2021-09-01";"aiemmin tukea saaneet";"27448"
"Työttömyysturva";"2021";"9";"35-44";"miehet";"2021-09-01";"aiemmin tukea saaneet";"23427"
"Työttömyysturva";"2021";"9";"45-54";"miehet";"2021-09-01";"aiemmin tukea saaneet";"21035"
"Työttömyysturva";"2021";"9";"yli 54";"miehet";"2021-09-01";"aiemmin tukea saaneet";"19862"
"Työttömyysturva";"2021";"9";"18-24";"naiset";"2021-09-01";"aiemmin tukea saaneet";"9540"
"Työttömyysturva";"2021";"9";"25-34";"naiset";"2021-09-01";"aiemmin tukea saaneet";"24690"
"Työttömyysturva";"2021";"9";"35-44";"naiset";"2021-09-01";"aiemmin tukea saaneet";"23689"
"Työttömyysturva";"2021";"9";"45-54";"naiset";"2021-09-01";"aiemmin tukea saaneet";"19177"
"Työttömyysturva";"2021";"9";"yli 54";"naiset";"2021-09-01";"aiemmin tukea saaneet";"17174"
"Työttömyysturva";"2021";"9";"18-24";"kaikki";"2021-09-01";"uudet saajat";"1510"
"Työttömyysturva";"2021";"9";"25-34";"kaikki";"2021-09-01";"uudet saajat";"2222"
"Työttömyysturva";"2021";"9";"35-44";"kaikki";"2021-09-01";"uudet saajat";"1160"
"Työttömyysturva";"2021";"9";"45-54";"kaikki";"2021-09-01";"uudet saajat";"668"
"Työttömyysturva";"2021";"9";"yli 54";"kaikki";"2021-09-01";"uudet saajat";"463"
"Työttömyysturva";"2021";"9";"18-24";"miehet";"2021-09-01";"uudet saajat";"766"
"Työttömyysturva";"2021";"9";"25-34";"miehet";"2021-09-01";"uudet saajat";"935"
"Työttömyysturva";"2021";"9";"35-44";"miehet";"2021-09-01";"uudet saajat";"453"
"Työttömyysturva";"2021";"9";"45-54";"miehet";"2021-09-01";"uudet saajat";"331"
"Työttömyysturva";"2021";"9";"yli 54";"miehet";"2021-09-01";"uudet saajat";"250"
"Työttömyysturva";"2021";"9";"18-24";"naiset";"2021-09-01";"uudet saajat";"744"
"Työttömyysturva";"2021";"9";"25-34";"naiset";"2021-09-01";"uudet saajat";"1287"
"Työttömyysturva";"2021";"9";"35-44";"naiset";"2021-09-01";"uudet saajat";"707"
"Työttömyysturva";"2021";"9";"45-54";"naiset";"2021-09-01";"uudet saajat";"337"
"Työttömyysturva";"2021";"9";"yli 54";"naiset";"2021-09-01";"uudet saajat";"213"
"Yrittäjien työmarkkinatuki";"2021";"9";"18-24";"kaikki";"2021-09-01";"yrittäjien työmarkkinatuen saajat";"342"
"Yrittäjien työmarkkinatuki";"2021";"9";"25-34";"kaikki";"2021-09-01";"yrittäjien työmarkkinatuen saajat";"2566"
"Yrittäjien työmarkkinatuki";"2021";"9";"35-44";"kaikki";"2021-09-01";"yrittäjien työmarkkinatuen saajat";"4451"
"Yrittäjien työmarkkinatuki";"2021";"9";"45-54";"kaikki";"2021-09-01";"yrittäjien työmarkkinatuen saajat";"5461"
"Yrittäjien työmarkkinatuki";"2021";"9";"yli 54";"kaikki";"2021-09-01";"yrittäjien työmarkkinatuen saajat";"5996"
"Yrittäjien työmarkkinatuki";"2021";"9";"18-24";"miehet";"2021-09-01";"yrittäjien työmarkkinatuen saajat";"173"
"Yrittäjien työmarkkinatuki";"2021";"9";"25-34";"miehet";"2021-09-01";"yrittäjien työmarkkinatuen saajat";"1381"
"Yrittäjien työmarkkinatuki";"2021";"9";"35-44";"miehet";"2021-09-01";"yrittäjien työmarkkinatuen saajat";"2207"
"Yrittäjien työmarkkinatuki";"2021";"9";"45-54";"miehet";"2021-09-01";"yrittäjien työmarkkinatuen saajat";"2735"
"Yrittäjien työmarkkinatuki";"2021";"9";"yli 54";"miehet";"2021-09-01";"yrittäjien työmarkkinatuen saajat";"3014"
"Yrittäjien työmarkkinatuki";"2021";"9";"18-24";"naiset";"2021-09-01";"yrittäjien työmarkkinatuen saajat";"169"
"Yrittäjien työmarkkinatuki";"2021";"9";"25-34";"naiset";"2021-09-01";"yrittäjien työmarkkinatuen saajat";"1185"
"Yrittäjien työmarkkinatuki";"2021";"9";"35-44";"naiset";"2021-09-01";"yrittäjien työmarkkinatuen saajat";"2244"
"Yrittäjien työmarkkinatuki";"2021";"9";"45-54";"naiset";"2021-09-01";"yrittäjien työmarkkinatuen saajat";"2726"
"Yrittäjien työmarkkinatuki";"2021";"9";"yli 54";"naiset";"2021-09-01";"yrittäjien työmarkkinatuen saajat";"2982"
"Työttömyysturva";"2021";"10";"18-24";"kaikki";"2021-10-01";"aiemmin tukea saaneet";"18354"
"Työttömyysturva";"2021";"10";"25-34";"kaikki";"2021-10-01";"aiemmin tukea saaneet";"50234"
"Työttömyysturva";"2021";"10";"35-44";"kaikki";"2021-10-01";"aiemmin tukea saaneet";"45767"
"Työttömyysturva";"2021";"10";"45-54";"kaikki";"2021-10-01";"aiemmin tukea saaneet";"39132"
"Työttömyysturva";"2021";"10";"yli 54";"kaikki";"2021-10-01";"aiemmin tukea saaneet";"36557"
"Työttömyysturva";"2021";"10";"18-24";"miehet";"2021-10-01";"aiemmin tukea saaneet";"10110"
"Työttömyysturva";"2021";"10";"25-34";"miehet";"2021-10-01";"aiemmin tukea saaneet";"26335"
"Työttömyysturva";"2021";"10";"35-44";"miehet";"2021-10-01";"aiemmin tukea saaneet";"22771"
"Työttömyysturva";"2021";"10";"45-54";"miehet";"2021-10-01";"aiemmin tukea saaneet";"20527"
"Työttömyysturva";"2021";"10";"yli 54";"miehet";"2021-10-01";"aiemmin tukea saaneet";"19652"
"Työttömyysturva";"2021";"10";"18-24";"naiset";"2021-10-01";"aiemmin tukea saaneet";"8244"
"Työttömyysturva";"2021";"10";"25-34";"naiset";"2021-10-01";"aiemmin tukea saaneet";"23899"
"Työttömyysturva";"2021";"10";"35-44";"naiset";"2021-10-01";"aiemmin tukea saaneet";"22996"
"Työttömyysturva";"2021";"10";"45-54";"naiset";"2021-10-01";"aiemmin tukea saaneet";"18605"
"Työttömyysturva";"2021";"10";"yli 54";"naiset";"2021-10-01";"aiemmin tukea saaneet";"16905"
"Työttömyysturva";"2021";"10";"18-24";"kaikki";"2021-10-01";"uudet saajat";"1439"
"Työttömyysturva";"2021";"10";"25-34";"kaikki";"2021-10-01";"uudet saajat";"1795"
"Työttömyysturva";"2021";"10";"35-44";"kaikki";"2021-10-01";"uudet saajat";"960"
"Työttömyysturva";"2021";"10";"45-54";"kaikki";"2021-10-01";"uudet saajat";"609"
"Työttömyysturva";"2021";"10";"yli 54";"kaikki";"2021-10-01";"uudet saajat";"439"
"Työttömyysturva";"2021";"10";"18-24";"miehet";"2021-10-01";"uudet saajat";"739"
"Työttömyysturva";"2021";"10";"25-34";"miehet";"2021-10-01";"uudet saajat";"814"
"Työttömyysturva";"2021";"10";"35-44";"miehet";"2021-10-01";"uudet saajat";"392"
"Työttömyysturva";"2021";"10";"45-54";"miehet";"2021-10-01";"uudet saajat";"304"
"Työttömyysturva";"2021";"10";"yli 54";"miehet";"2021-10-01";"uudet saajat";"215"
"Työttömyysturva";"2021";"10";"18-24";"naiset";"2021-10-01";"uudet saajat";"700"
"Työttömyysturva";"2021";"10";"25-34";"naiset";"2021-10-01";"uudet saajat";"981"
"Työttömyysturva";"2021";"10";"35-44";"naiset";"2021-10-01";"uudet saajat";"568"
"Työttömyysturva";"2021";"10";"45-54";"naiset";"2021-10-01";"uudet saajat";"305"
"Työttömyysturva";"2021";"10";"yli 54";"naiset";"2021-10-01";"uudet saajat";"224"
"Yrittäjien työmarkkinatuki";"2021";"10";"18-24";"kaikki";"2021-10-01";"yrittäjien työmarkkinatuen saajat";"306"
"Yrittäjien työmarkkinatuki";"2021";"10";"25-34";"kaikki";"2021-10-01";"yrittäjien työmarkkinatuen saajat";"2408"
"Yrittäjien työmarkkinatuki";"2021";"10";"35-44";"kaikki";"2021-10-01";"yrittäjien työmarkkinatuen saajat";"4262"
"Yrittäjien työmarkkinatuki";"2021";"10";"45-54";"kaikki";"2021-10-01";"yrittäjien työmarkkinatuen saajat";"5234"
"Yrittäjien työmarkkinatuki";"2021";"10";"yli 54";"kaikki";"2021-10-01";"yrittäjien työmarkkinatuen saajat";"5951"
"Yrittäjien työmarkkinatuki";"2021";"10";"18-24";"miehet";"2021-10-01";"yrittäjien työmarkkinatuen saajat";"157"
"Yrittäjien työmarkkinatuki";"2021";"10";"25-34";"miehet";"2021-10-01";"yrittäjien työmarkkinatuen saajat";"1276"
"Yrittäjien työmarkkinatuki";"2021";"10";"35-44";"miehet";"2021-10-01";"yrittäjien työmarkkinatuen saajat";"2111"
"Yrittäjien työmarkkinatuki";"2021";"10";"45-54";"miehet";"2021-10-01";"yrittäjien työmarkkinatuen saajat";"2619"
"Yrittäjien työmarkkinatuki";"2021";"10";"yli 54";"miehet";"2021-10-01";"yrittäjien työmarkkinatuen saajat";"3011"
"Yrittäjien työmarkkinatuki";"2021";"10";"18-24";"naiset";"2021-10-01";"yrittäjien työmarkkinatuen saajat";"149"
"Yrittäjien työmarkkinatuki";"2021";"10";"25-34";"naiset";"2021-10-01";"yrittäjien työmarkkinatuen saajat";"1132"
"Yrittäjien työmarkkinatuki";"2021";"10";"35-44";"naiset";"2021-10-01";"yrittäjien työmarkkinatuen saajat";"2151"
"Yrittäjien työmarkkinatuki";"2021";"10";"45-54";"naiset";"2021-10-01";"yrittäjien työmarkkinatuen saajat";"2615"
"Yrittäjien työmarkkinatuki";"2021";"10";"yli 54";"naiset";"2021-10-01";"yrittäjien työmarkkinatuen saajat";"2940"
"Työttömyysturva";"2021";"11";"18-24";"kaikki";"2021-11-01";"aiemmin tukea saaneet";"18557"
"Työttömyysturva";"2021";"11";"25-34";"kaikki";"2021-11-01";"aiemmin tukea saaneet";"50396"
"Työttömyysturva";"2021";"11";"35-44";"kaikki";"2021-11-01";"aiemmin tukea saaneet";"45857"
"Työttömyysturva";"2021";"11";"45-54";"kaikki";"2021-11-01";"aiemmin tukea saaneet";"39240"
"Työttömyysturva";"2021";"11";"yli 54";"kaikki";"2021-11-01";"aiemmin tukea saaneet";"36863"
"Työttömyysturva";"2021";"11";"18-24";"miehet";"2021-11-01";"aiemmin tukea saaneet";"10180"
"Työttömyysturva";"2021";"11";"25-34";"miehet";"2021-11-01";"aiemmin tukea saaneet";"26411"
"Työttömyysturva";"2021";"11";"35-44";"miehet";"2021-11-01";"aiemmin tukea saaneet";"22691"
"Työttömyysturva";"2021";"11";"45-54";"miehet";"2021-11-01";"aiemmin tukea saaneet";"20582"
"Työttömyysturva";"2021";"11";"yli 54";"miehet";"2021-11-01";"aiemmin tukea saaneet";"19790"
"Työttömyysturva";"2021";"11";"18-24";"naiset";"2021-11-01";"aiemmin tukea saaneet";"8377"
"Työttömyysturva";"2021";"11";"25-34";"naiset";"2021-11-01";"aiemmin tukea saaneet";"23985"
"Työttömyysturva";"2021";"11";"35-44";"naiset";"2021-11-01";"aiemmin tukea saaneet";"23166"
"Työttömyysturva";"2021";"11";"45-54";"naiset";"2021-11-01";"aiemmin tukea saaneet";"18658"
"Työttömyysturva";"2021";"11";"yli 54";"naiset";"2021-11-01";"aiemmin tukea saaneet";"17073"
"Työttömyysturva";"2021";"11";"18-24";"kaikki";"2021-11-01";"uudet saajat";"1477"
"Työttömyysturva";"2021";"11";"25-34";"kaikki";"2021-11-01";"uudet saajat";"1891"
"Työttömyysturva";"2021";"11";"35-44";"kaikki";"2021-11-01";"uudet saajat";"1059"
"Työttömyysturva";"2021";"11";"45-54";"kaikki";"2021-11-01";"uudet saajat";"754"
"Työttömyysturva";"2021";"11";"yli 54";"kaikki";"2021-11-01";"uudet saajat";"491"
"Työttömyysturva";"2021";"11";"18-24";"miehet";"2021-11-01";"uudet saajat";"769"
"Työttömyysturva";"2021";"11";"25-34";"miehet";"2021-11-01";"uudet saajat";"898"
"Työttömyysturva";"2021";"11";"35-44";"miehet";"2021-11-01";"uudet saajat";"445"
"Työttömyysturva";"2021";"11";"45-54";"miehet";"2021-11-01";"uudet saajat";"383"
"Työttömyysturva";"2021";"11";"yli 54";"miehet";"2021-11-01";"uudet saajat";"258"
"Työttömyysturva";"2021";"11";"18-24";"naiset";"2021-11-01";"uudet saajat";"708"
"Työttömyysturva";"2021";"11";"25-34";"naiset";"2021-11-01";"uudet saajat";"993"
"Työttömyysturva";"2021";"11";"35-44";"naiset";"2021-11-01";"uudet saajat";"614"
"Työttömyysturva";"2021";"11";"45-54";"naiset";"2021-11-01";"uudet saajat";"371"
"Työttömyysturva";"2021";"11";"yli 54";"naiset";"2021-11-01";"uudet saajat";"233"
"Yrittäjien työmarkkinatuki";"2021";"11";"18-24";"kaikki";"2021-11-01";"yrittäjien työmarkkinatuen saajat";"279"
"Yrittäjien työmarkkinatuki";"2021";"11";"25-34";"kaikki";"2021-11-01";"yrittäjien työmarkkinatuen saajat";"2141"
"Yrittäjien työmarkkinatuki";"2021";"11";"35-44";"kaikki";"2021-11-01";"yrittäjien työmarkkinatuen saajat";"3829"
"Yrittäjien työmarkkinatuki";"2021";"11";"45-54";"kaikki";"2021-11-01";"yrittäjien työmarkkinatuen saajat";"4696"
"Yrittäjien työmarkkinatuki";"2021";"11";"yli 54";"kaikki";"2021-11-01";"yrittäjien työmarkkinatuen saajat";"5362"
"Yrittäjien työmarkkinatuki";"2021";"11";"18-24";"miehet";"2021-11-01";"yrittäjien työmarkkinatuen saajat";"142"
"Yrittäjien työmarkkinatuki";"2021";"11";"25-34";"miehet";"2021-11-01";"yrittäjien työmarkkinatuen saajat";"1130"
"Yrittäjien työmarkkinatuki";"2021";"11";"35-44";"miehet";"2021-11-01";"yrittäjien työmarkkinatuen saajat";"1848"
"Yrittäjien työmarkkinatuki";"2021";"11";"45-54";"miehet";"2021-11-01";"yrittäjien työmarkkinatuen saajat";"2333"
"Yrittäjien työmarkkinatuki";"2021";"11";"yli 54";"miehet";"2021-11-01";"yrittäjien työmarkkinatuen saajat";"2692"
"Yrittäjien työmarkkinatuki";"2021";"11";"18-24";"naiset";"2021-11-01";"yrittäjien työmarkkinatuen saajat";"137"
"Yrittäjien työmarkkinatuki";"2021";"11";"25-34";"naiset";"2021-11-01";"yrittäjien työmarkkinatuen saajat";"1011"
"Yrittäjien työmarkkinatuki";"2021";"11";"35-44";"naiset";"2021-11-01";"yrittäjien työmarkkinatuen saajat";"1981"
"Yrittäjien työmarkkinatuki";"2021";"11";"45-54";"naiset";"2021-11-01";"yrittäjien työmarkkinatuen saajat";"2363"
"Yrittäjien työmarkkinatuki";"2021";"11";"yli 54";"naiset";"2021-11-01";"yrittäjien työmarkkinatuen saajat";"2670"
"Työttömyysturva";"2021";"12";"18-24";"kaikki";"2021-12-01";"aiemmin tukea saaneet";"18678"
"Työttömyysturva";"2021";"12";"25-34";"kaikki";"2021-12-01";"aiemmin tukea saaneet";"50687"
"Työttömyysturva";"2021";"12";"35-44";"kaikki";"2021-12-01";"aiemmin tukea saaneet";"45977"
"Työttömyysturva";"2021";"12";"45-54";"kaikki";"2021-12-01";"aiemmin tukea saaneet";"39331"
"Työttömyysturva";"2021";"12";"yli 54";"kaikki";"2021-12-01";"aiemmin tukea saaneet";"37170"
"Työttömyysturva";"2021";"12";"18-24";"miehet";"2021-12-01";"aiemmin tukea saaneet";"10261"
"Työttömyysturva";"2021";"12";"25-34";"miehet";"2021-12-01";"aiemmin tukea saaneet";"26577"
"Työttömyysturva";"2021";"12";"35-44";"miehet";"2021-12-01";"aiemmin tukea saaneet";"22743"
"Työttömyysturva";"2021";"12";"45-54";"miehet";"2021-12-01";"aiemmin tukea saaneet";"20678"
"Työttömyysturva";"2021";"12";"yli 54";"miehet";"2021-12-01";"aiemmin tukea saaneet";"19983"
"Työttömyysturva";"2021";"12";"18-24";"naiset";"2021-12-01";"aiemmin tukea saaneet";"8417"
"Työttömyysturva";"2021";"12";"25-34";"naiset";"2021-12-01";"aiemmin tukea saaneet";"24110"
"Työttömyysturva";"2021";"12";"35-44";"naiset";"2021-12-01";"aiemmin tukea saaneet";"23234"
"Työttömyysturva";"2021";"12";"45-54";"naiset";"2021-12-01";"aiemmin tukea saaneet";"18653"
"Työttömyysturva";"2021";"12";"yli 54";"naiset";"2021-12-01";"aiemmin tukea saaneet";"17187"
"Työttömyysturva";"2021";"12";"18-24";"kaikki";"2021-12-01";"uudet saajat";"1456"
"Työttömyysturva";"2021";"12";"25-34";"kaikki";"2021-12-01";"uudet saajat";"1788"
"Työttömyysturva";"2021";"12";"35-44";"kaikki";"2021-12-01";"uudet saajat";"1052"
"Työttömyysturva";"2021";"12";"45-54";"kaikki";"2021-12-01";"uudet saajat";"759"
"Työttömyysturva";"2021";"12";"yli 54";"kaikki";"2021-12-01";"uudet saajat";"529"
"Työttömyysturva";"2021";"12";"18-24";"miehet";"2021-12-01";"uudet saajat";"760"
"Työttömyysturva";"2021";"12";"25-34";"miehet";"2021-12-01";"uudet saajat";"875"
"Työttömyysturva";"2021";"12";"35-44";"miehet";"2021-12-01";"uudet saajat";"487"
"Työttömyysturva";"2021";"12";"45-54";"miehet";"2021-12-01";"uudet saajat";"378"
"Työttömyysturva";"2021";"12";"yli 54";"miehet";"2021-12-01";"uudet saajat";"283"
"Työttömyysturva";"2021";"12";"18-24";"naiset";"2021-12-01";"uudet saajat";"696"
