"alue";"etuus";"vuosi";"kuukausi";"paiva";"variable";"val";"type"
"Lappi";"Perustoimeentulotuki";"2021";"10";"2021-10-01";"aiemmin tukea saaneet";"3756";"Saajat"
"Lappi";"Perustoimeentulotuki";"2021";"10";"2021-10-01";"aiemmin tukea saaneet";"2664";"Saajakotitaloudet"
"Pirkanmaa";"Perustoimeentulotuki";"2021";"10";"2021-10-01";"uudet saajat";"748";"Saajat"
"Pirkanmaa";"Perustoimeentulotuki";"2021";"10";"2021-10-01";"uudet saajat";"644";"Saajakotitaloudet"
"Pirkanmaa";"Perustoimeentulotuki";"2021";"10";"2021-10-01";"aiemmin tukea saaneet";"17475";"Saajat"
"Pirkanmaa";"Perustoimeentulotuki";"2021";"10";"2021-10-01";"aiemmin tukea saaneet";"12507";"Saajakotitaloudet"
"Pohjanmaa";"Perustoimeentulotuki";"2021";"10";"2021-10-01";"uudet saajat";"147";"Saajat"
"Pohjanmaa";"Perustoimeentulotuki";"2021";"10";"2021-10-01";"uudet saajat";"116";"Saajakotitaloudet"
"Pohjanmaa";"Perustoimeentulotuki";"2021";"10";"2021-10-01";"aiemmin tukea saaneet";"3565";"Saajat"
"Pohjanmaa";"Perustoimeentulotuki";"2021";"10";"2021-10-01";"aiemmin tukea saaneet";"2168";"Saajakotitaloudet"
"Pohjois-Karjala";"Perustoimeentulotuki";"2021";"10";"2021-10-01";"uudet saajat";"230";"Saajat"
"Pohjois-Karjala";"Perustoimeentulotuki";"2021";"10";"2021-10-01";"uudet saajat";"199";"Saajakotitaloudet"
"Pohjois-Karjala";"Perustoimeentulotuki";"2021";"10";"2021-10-01";"aiemmin tukea saaneet";"4459";"Saajat"
"Pohjois-Karjala";"Perustoimeentulotuki";"2021";"10";"2021-10-01";"aiemmin tukea saaneet";"3297";"Saajakotitaloudet"
"Pohjois-Pohjanmaa";"Perustoimeentulotuki";"2021";"10";"2021-10-01";"uudet saajat";"530";"Saajat"
"Pohjois-Pohjanmaa";"Perustoimeentulotuki";"2021";"10";"2021-10-01";"uudet saajat";"441";"Saajakotitaloudet"
"Pohjois-Pohjanmaa";"Perustoimeentulotuki";"2021";"10";"2021-10-01";"aiemmin tukea saaneet";"8854";"Saajat"
"Pohjois-Pohjanmaa";"Perustoimeentulotuki";"2021";"10";"2021-10-01";"aiemmin tukea saaneet";"6404";"Saajakotitaloudet"
"Pohjois-Savo";"Perustoimeentulotuki";"2021";"10";"2021-10-01";"uudet saajat";"378";"Saajat"
"Pohjois-Savo";"Perustoimeentulotuki";"2021";"10";"2021-10-01";"uudet saajat";"315";"Saajakotitaloudet"
"Pohjois-Savo";"Perustoimeentulotuki";"2021";"10";"2021-10-01";"aiemmin tukea saaneet";"7457";"Saajat"
"Pohjois-Savo";"Perustoimeentulotuki";"2021";"10";"2021-10-01";"aiemmin tukea saaneet";"5421";"Saajakotitaloudet"
"Päijät-Häme";"Perustoimeentulotuki";"2021";"10";"2021-10-01";"uudet saajat";"290";"Saajat"
"Päijät-Häme";"Perustoimeentulotuki";"2021";"10";"2021-10-01";"uudet saajat";"245";"Saajakotitaloudet"
"Päijät-Häme";"Perustoimeentulotuki";"2021";"10";"2021-10-01";"aiemmin tukea saaneet";"8288";"Saajat"
"Päijät-Häme";"Perustoimeentulotuki";"2021";"10";"2021-10-01";"aiemmin tukea saaneet";"5781";"Saajakotitaloudet"
"Satakunta";"Perustoimeentulotuki";"2021";"10";"2021-10-01";"uudet saajat";"273";"Saajat"
"Satakunta";"Perustoimeentulotuki";"2021";"10";"2021-10-01";"uudet saajat";"226";"Saajakotitaloudet"
"Satakunta";"Perustoimeentulotuki";"2021";"10";"2021-10-01";"aiemmin tukea saaneet";"4418";"Saajat"
"Satakunta";"Perustoimeentulotuki";"2021";"10";"2021-10-01";"aiemmin tukea saaneet";"3263";"Saajakotitaloudet"
"Uusimaa";"Perustoimeentulotuki";"2021";"10";"2021-10-01";"uudet saajat";"2533";"Saajat"
"Uusimaa";"Perustoimeentulotuki";"2021";"10";"2021-10-01";"uudet saajat";"2028";"Saajakotitaloudet"
"Uusimaa";"Perustoimeentulotuki";"2021";"10";"2021-10-01";"aiemmin tukea saaneet";"74610";"Saajat"
"Uusimaa";"Perustoimeentulotuki";"2021";"10";"2021-10-01";"aiemmin tukea saaneet";"46492";"Saajakotitaloudet"
"Varsinais-Suomi";"Perustoimeentulotuki";"2021";"10";"2021-10-01";"uudet saajat";"539";"Saajat"
"Varsinais-Suomi";"Perustoimeentulotuki";"2021";"10";"2021-10-01";"uudet saajat";"460";"Saajakotitaloudet"
"Varsinais-Suomi";"Perustoimeentulotuki";"2021";"10";"2021-10-01";"aiemmin tukea saaneet";"13128";"Saajat"
"Varsinais-Suomi";"Perustoimeentulotuki";"2021";"10";"2021-10-01";"aiemmin tukea saaneet";"8739";"Saajakotitaloudet"
"Etelä-Karjala";"Perustoimeentulotuki";"2021";"11";"2021-11-01";"uudet saajat";"220";"Saajat"
"Etelä-Karjala";"Perustoimeentulotuki";"2021";"11";"2021-11-01";"uudet saajat";"152";"Saajakotitaloudet"
"Etelä-Karjala";"Perustoimeentulotuki";"2021";"11";"2021-11-01";"aiemmin tukea saaneet";"3277";"Saajat"
"Etelä-Karjala";"Perustoimeentulotuki";"2021";"11";"2021-11-01";"aiemmin tukea saaneet";"2478";"Saajakotitaloudet"
"Etelä-Pohjanmaa";"Perustoimeentulotuki";"2021";"11";"2021-11-01";"uudet saajat";"229";"Saajat"
"Etelä-Pohjanmaa";"Perustoimeentulotuki";"2021";"11";"2021-11-01";"uudet saajat";"158";"Saajakotitaloudet"
"Etelä-Pohjanmaa";"Perustoimeentulotuki";"2021";"11";"2021-11-01";"aiemmin tukea saaneet";"3623";"Saajat"
"Etelä-Pohjanmaa";"Perustoimeentulotuki";"2021";"11";"2021-11-01";"aiemmin tukea saaneet";"2595";"Saajakotitaloudet"
"Etelä-Savo";"Perustoimeentulotuki";"2021";"11";"2021-11-01";"uudet saajat";"188";"Saajat"
"Etelä-Savo";"Perustoimeentulotuki";"2021";"11";"2021-11-01";"uudet saajat";"165";"Saajakotitaloudet"
"Etelä-Savo";"Perustoimeentulotuki";"2021";"11";"2021-11-01";"aiemmin tukea saaneet";"3513";"Saajat"
"Etelä-Savo";"Perustoimeentulotuki";"2021";"11";"2021-11-01";"aiemmin tukea saaneet";"2609";"Saajakotitaloudet"
"Kainuu";"Perustoimeentulotuki";"2021";"11";"2021-11-01";"uudet saajat";"93";"Saajat"
"Kainuu";"Perustoimeentulotuki";"2021";"11";"2021-11-01";"uudet saajat";"73";"Saajakotitaloudet"
"Kainuu";"Perustoimeentulotuki";"2021";"11";"2021-11-01";"aiemmin tukea saaneet";"1628";"Saajat"
"Kainuu";"Perustoimeentulotuki";"2021";"11";"2021-11-01";"aiemmin tukea saaneet";"1158";"Saajakotitaloudet"
"Kanta-Häme";"Perustoimeentulotuki";"2021";"11";"2021-11-01";"uudet saajat";"263";"Saajat"
"Kanta-Häme";"Perustoimeentulotuki";"2021";"11";"2021-11-01";"uudet saajat";"208";"Saajakotitaloudet"
"Kanta-Häme";"Perustoimeentulotuki";"2021";"11";"2021-11-01";"aiemmin tukea saaneet";"5373";"Saajat"
"Kanta-Häme";"Perustoimeentulotuki";"2021";"11";"2021-11-01";"aiemmin tukea saaneet";"3798";"Saajakotitaloudet"
"Keski-Pohjanmaa";"Perustoimeentulotuki";"2021";"11";"2021-11-01";"uudet saajat";"79";"Saajat"
"Keski-Pohjanmaa";"Perustoimeentulotuki";"2021";"11";"2021-11-01";"uudet saajat";"58";"Saajakotitaloudet"
"Keski-Pohjanmaa";"Perustoimeentulotuki";"2021";"11";"2021-11-01";"aiemmin tukea saaneet";"1198";"Saajat"
"Keski-Pohjanmaa";"Perustoimeentulotuki";"2021";"11";"2021-11-01";"aiemmin tukea saaneet";"881";"Saajakotitaloudet"
"Keski-Suomi";"Perustoimeentulotuki";"2021";"11";"2021-11-01";"uudet saajat";"440";"Saajat"
"Keski-Suomi";"Perustoimeentulotuki";"2021";"11";"2021-11-01";"uudet saajat";"352";"Saajakotitaloudet"
"Keski-Suomi";"Perustoimeentulotuki";"2021";"11";"2021-11-01";"aiemmin tukea saaneet";"9292";"Saajat"
"Keski-Suomi";"Perustoimeentulotuki";"2021";"11";"2021-11-01";"aiemmin tukea saaneet";"6777";"Saajakotitaloudet"
"Kymenlaakso";"Perustoimeentulotuki";"2021";"11";"2021-11-01";"uudet saajat";"264";"Saajat"
"Kymenlaakso";"Perustoimeentulotuki";"2021";"11";"2021-11-01";"uudet saajat";"213";"Saajakotitaloudet"
"Kymenlaakso";"Perustoimeentulotuki";"2021";"11";"2021-11-01";"aiemmin tukea saaneet";"5008";"Saajat"
"Kymenlaakso";"Perustoimeentulotuki";"2021";"11";"2021-11-01";"aiemmin tukea saaneet";"3683";"Saajakotitaloudet"
"Lappi";"Perustoimeentulotuki";"2021";"11";"2021-11-01";"uudet saajat";"260";"Saajat"
"Lappi";"Perustoimeentulotuki";"2021";"11";"2021-11-01";"uudet saajat";"186";"Saajakotitaloudet"
"Lappi";"Perustoimeentulotuki";"2021";"11";"2021-11-01";"aiemmin tukea saaneet";"3883";"Saajat"
"Lappi";"Perustoimeentulotuki";"2021";"11";"2021-11-01";"aiemmin tukea saaneet";"2755";"Saajakotitaloudet"
"Pirkanmaa";"Perustoimeentulotuki";"2021";"11";"2021-11-01";"uudet saajat";"694";"Saajat"
"Pirkanmaa";"Perustoimeentulotuki";"2021";"11";"2021-11-01";"uudet saajat";"564";"Saajakotitaloudet"
"Pirkanmaa";"Perustoimeentulotuki";"2021";"11";"2021-11-01";"aiemmin tukea saaneet";"17907";"Saajat"
"Pirkanmaa";"Perustoimeentulotuki";"2021";"11";"2021-11-01";"aiemmin tukea saaneet";"12831";"Saajakotitaloudet"
"Pohjanmaa";"Perustoimeentulotuki";"2021";"11";"2021-11-01";"uudet saajat";"164";"Saajat"
"Pohjanmaa";"Perustoimeentulotuki";"2021";"11";"2021-11-01";"uudet saajat";"119";"Saajakotitaloudet"
"Pohjanmaa";"Perustoimeentulotuki";"2021";"11";"2021-11-01";"aiemmin tukea saaneet";"3691";"Saajat"
"Pohjanmaa";"Perustoimeentulotuki";"2021";"11";"2021-11-01";"aiemmin tukea saaneet";"2225";"Saajakotitaloudet"
"Pohjois-Karjala";"Perustoimeentulotuki";"2021";"11";"2021-11-01";"uudet saajat";"294";"Saajat"
"Pohjois-Karjala";"Perustoimeentulotuki";"2021";"11";"2021-11-01";"uudet saajat";"219";"Saajakotitaloudet"
"Pohjois-Karjala";"Perustoimeentulotuki";"2021";"11";"2021-11-01";"aiemmin tukea saaneet";"4503";"Saajat"
"Pohjois-Karjala";"Perustoimeentulotuki";"2021";"11";"2021-11-01";"aiemmin tukea saaneet";"3387";"Saajakotitaloudet"
"Pohjois-Pohjanmaa";"Perustoimeentulotuki";"2021";"11";"2021-11-01";"uudet saajat";"558";"Saajat"
"Pohjois-Pohjanmaa";"Perustoimeentulotuki";"2021";"11";"2021-11-01";"uudet saajat";"430";"Saajakotitaloudet"
"Pohjois-Pohjanmaa";"Perustoimeentulotuki";"2021";"11";"2021-11-01";"aiemmin tukea saaneet";"9157";"Saajat"
"Pohjois-Pohjanmaa";"Perustoimeentulotuki";"2021";"11";"2021-11-01";"aiemmin tukea saaneet";"6667";"Saajakotitaloudet"
"Pohjois-Savo";"Perustoimeentulotuki";"2021";"11";"2021-11-01";"uudet saajat";"328";"Saajat"
"Pohjois-Savo";"Perustoimeentulotuki";"2021";"11";"2021-11-01";"uudet saajat";"288";"Saajakotitaloudet"
"Pohjois-Savo";"Perustoimeentulotuki";"2021";"11";"2021-11-01";"aiemmin tukea saaneet";"7721";"Saajat"
"Pohjois-Savo";"Perustoimeentulotuki";"2021";"11";"2021-11-01";"aiemmin tukea saaneet";"5625";"Saajakotitaloudet"
"Päijät-Häme";"Perustoimeentulotuki";"2021";"11";"2021-11-01";"uudet saajat";"318";"Saajat"
"Päijät-Häme";"Perustoimeentulotuki";"2021";"11";"2021-11-01";"uudet saajat";"254";"Saajakotitaloudet"
"Päijät-Häme";"Perustoimeentulotuki";"2021";"11";"2021-11-01";"aiemmin tukea saaneet";"8563";"Saajat"
"Päijät-Häme";"Perustoimeentulotuki";"2021";"11";"2021-11-01";"aiemmin tukea saaneet";"5965";"Saajakotitaloudet"
"Satakunta";"Perustoimeentulotuki";"2021";"11";"2021-11-01";"uudet saajat";"287";"Saajat"
"Satakunta";"Perustoimeentulotuki";"2021";"11";"2021-11-01";"uudet saajat";"221";"Saajakotitaloudet"
"Satakunta";"Perustoimeentulotuki";"2021";"11";"2021-11-01";"aiemmin tukea saaneet";"4564";"Saajat"
"Satakunta";"Perustoimeentulotuki";"2021";"11";"2021-11-01";"aiemmin tukea saaneet";"3364";"Saajakotitaloudet"
"Uusimaa";"Perustoimeentulotuki";"2021";"11";"2021-11-01";"uudet saajat";"2701";"Saajat"
"Uusimaa";"Perustoimeentulotuki";"2021";"11";"2021-11-01";"uudet saajat";"2022";"Saajakotitaloudet"
"Uusimaa";"Perustoimeentulotuki";"2021";"11";"2021-11-01";"aiemmin tukea saaneet";"76800";"Saajat"
"Uusimaa";"Perustoimeentulotuki";"2021";"11";"2021-11-01";"aiemmin tukea saaneet";"47707";"Saajakotitaloudet"
"Varsinais-Suomi";"Perustoimeentulotuki";"2021";"11";"2021-11-01";"uudet saajat";"588";"Saajat"
"Varsinais-Suomi";"Perustoimeentulotuki";"2021";"11";"2021-11-01";"uudet saajat";"462";"Saajakotitaloudet"
"Varsinais-Suomi";"Perustoimeentulotuki";"2021";"11";"2021-11-01";"aiemmin tukea saaneet";"13572";"Saajat"
"Varsinais-Suomi";"Perustoimeentulotuki";"2021";"11";"2021-11-01";"aiemmin tukea saaneet";"8989";"Saajakotitaloudet"
"Etelä-Karjala";"Perustoimeentulotuki";"2021";"12";"2021-12-01";"uudet saajat";"193";"Saajat"
"Etelä-Karjala";"Perustoimeentulotuki";"2021";"12";"2021-12-01";"uudet saajat";"156";"Saajakotitaloudet"
"Etelä-Karjala";"Perustoimeentulotuki";"2021";"12";"2021-12-01";"aiemmin tukea saaneet";"3499";"Saajat"
"Etelä-Karjala";"Perustoimeentulotuki";"2021";"12";"2021-12-01";"aiemmin tukea saaneet";"2598";"Saajakotitaloudet"
"Etelä-Pohjanmaa";"Perustoimeentulotuki";"2021";"12";"2021-12-01";"uudet saajat";"256";"Saajat"
"Etelä-Pohjanmaa";"Perustoimeentulotuki";"2021";"12";"2021-12-01";"uudet saajat";"180";"Saajakotitaloudet"
"Etelä-Pohjanmaa";"Perustoimeentulotuki";"2021";"12";"2021-12-01";"aiemmin tukea saaneet";"3737";"Saajat"
"Etelä-Pohjanmaa";"Perustoimeentulotuki";"2021";"12";"2021-12-01";"aiemmin tukea saaneet";"2637";"Saajakotitaloudet"
"Etelä-Savo";"Perustoimeentulotuki";"2021";"12";"2021-12-01";"uudet saajat";"203";"Saajat"
"Etelä-Savo";"Perustoimeentulotuki";"2021";"12";"2021-12-01";"uudet saajat";"162";"Saajakotitaloudet"
"Etelä-Savo";"Perustoimeentulotuki";"2021";"12";"2021-12-01";"aiemmin tukea saaneet";"3598";"Saajat"
"Etelä-Savo";"Perustoimeentulotuki";"2021";"12";"2021-12-01";"aiemmin tukea saaneet";"2666";"Saajakotitaloudet"
"Kainuu";"Perustoimeentulotuki";"2021";"12";"2021-12-01";"uudet saajat";"76";"Saajat"
"Kainuu";"Perustoimeentulotuki";"2021";"12";"2021-12-01";"uudet saajat";"59";"Saajakotitaloudet"
"Kainuu";"Perustoimeentulotuki";"2021";"12";"2021-12-01";"aiemmin tukea saaneet";"1613";"Saajat"
"Kainuu";"Perustoimeentulotuki";"2021";"12";"2021-12-01";"aiemmin tukea saaneet";"1156";"Saajakotitaloudet"
"Kanta-Häme";"Perustoimeentulotuki";"2021";"12";"2021-12-01";"uudet saajat";"247";"Saajat"
"Kanta-Häme";"Perustoimeentulotuki";"2021";"12";"2021-12-01";"uudet saajat";"185";"Saajakotitaloudet"
"Kanta-Häme";"Perustoimeentulotuki";"2021";"12";"2021-12-01";"aiemmin tukea saaneet";"5472";"Saajat"
"Kanta-Häme";"Perustoimeentulotuki";"2021";"12";"2021-12-01";"aiemmin tukea saaneet";"3893";"Saajakotitaloudet"
"Keski-Pohjanmaa";"Perustoimeentulotuki";"2021";"12";"2021-12-01";"uudet saajat";"70";"Saajat"
"Keski-Pohjanmaa";"Perustoimeentulotuki";"2021";"12";"2021-12-01";"uudet saajat";"62";"Saajakotitaloudet"
"Keski-Pohjanmaa";"Perustoimeentulotuki";"2021";"12";"2021-12-01";"aiemmin tukea saaneet";"1237";"Saajat"
"Keski-Pohjanmaa";"Perustoimeentulotuki";"2021";"12";"2021-12-01";"aiemmin tukea saaneet";"921";"Saajakotitaloudet"
"Keski-Suomi";"Perustoimeentulotuki";"2021";"12";"2021-12-01";"uudet saajat";"458";"Saajat"
"Keski-Suomi";"Perustoimeentulotuki";"2021";"12";"2021-12-01";"uudet saajat";"363";"Saajakotitaloudet"
"Keski-Suomi";"Perustoimeentulotuki";"2021";"12";"2021-12-01";"aiemmin tukea saaneet";"9527";"Saajat"
"Keski-Suomi";"Perustoimeentulotuki";"2021";"12";"2021-12-01";"aiemmin tukea saaneet";"6921";"Saajakotitaloudet"
"Kymenlaakso";"Perustoimeentulotuki";"2021";"12";"2021-12-01";"uudet saajat";"232";"Saajat"
"Kymenlaakso";"Perustoimeentulotuki";"2021";"12";"2021-12-01";"uudet saajat";"196";"Saajakotitaloudet"
"Kymenlaakso";"Perustoimeentulotuki";"2021";"12";"2021-12-01";"aiemmin tukea saaneet";"5081";"Saajat"
"Kymenlaakso";"Perustoimeentulotuki";"2021";"12";"2021-12-01";"aiemmin tukea saaneet";"3730";"Saajakotitaloudet"
"Lappi";"Perustoimeentulotuki";"2021";"12";"2021-12-01";"uudet saajat";"231";"Saajat"
"Lappi";"Perustoimeentulotuki";"2021";"12";"2021-12-01";"uudet saajat";"185";"Saajakotitaloudet"
"Lappi";"Perustoimeentulotuki";"2021";"12";"2021-12-01";"aiemmin tukea saaneet";"3958";"Saajat"
"Lappi";"Perustoimeentulotuki";"2021";"12";"2021-12-01";"aiemmin tukea saaneet";"2805";"Saajakotitaloudet"
"Pirkanmaa";"Perustoimeentulotuki";"2021";"12";"2021-12-01";"uudet saajat";"761";"Saajat"
"Pirkanmaa";"Perustoimeentulotuki";"2021";"12";"2021-12-01";"uudet saajat";"635";"Saajakotitaloudet"
"Pirkanmaa";"Perustoimeentulotuki";"2021";"12";"2021-12-01";"aiemmin tukea saaneet";"18006";"Saajat"
"Pirkanmaa";"Perustoimeentulotuki";"2021";"12";"2021-12-01";"aiemmin tukea saaneet";"12920";"Saajakotitaloudet"
"Pohjanmaa";"Perustoimeentulotuki";"2021";"12";"2021-12-01";"uudet saajat";"193";"Saajat"
"Pohjanmaa";"Perustoimeentulotuki";"2021";"12";"2021-12-01";"uudet saajat";"153";"Saajakotitaloudet"
"Pohjanmaa";"Perustoimeentulotuki";"2021";"12";"2021-12-01";"aiemmin tukea saaneet";"3753";"Saajat"
"Pohjanmaa";"Perustoimeentulotuki";"2021";"12";"2021-12-01";"aiemmin tukea saaneet";"2282";"Saajakotitaloudet"
"Pohjois-Karjala";"Perustoimeentulotuki";"2021";"12";"2021-12-01";"uudet saajat";"238";"Saajat"
"Pohjois-Karjala";"Perustoimeentulotuki";"2021";"12";"2021-12-01";"uudet saajat";"214";"Saajakotitaloudet"
"Pohjois-Karjala";"Perustoimeentulotuki";"2021";"12";"2021-12-01";"aiemmin tukea saaneet";"4816";"Saajat"
"Pohjois-Karjala";"Perustoimeentulotuki";"2021";"12";"2021-12-01";"aiemmin tukea saaneet";"3585";"Saajakotitaloudet"
"Pohjois-Pohjanmaa";"Perustoimeentulotuki";"2021";"12";"2021-12-01";"uudet saajat";"585";"Saajat"
"Pohjois-Pohjanmaa";"Perustoimeentulotuki";"2021";"12";"2021-12-01";"uudet saajat";"461";"Saajakotitaloudet"
"Pohjois-Pohjanmaa";"Perustoimeentulotuki";"2021";"12";"2021-12-01";"aiemmin tukea saaneet";"9573";"Saajat"
"Pohjois-Pohjanmaa";"Perustoimeentulotuki";"2021";"12";"2021-12-01";"aiemmin tukea saaneet";"6932";"Saajakotitaloudet"
"Pohjois-Savo";"Perustoimeentulotuki";"2021";"12";"2021-12-01";"uudet saajat";"436";"Saajat"
"Pohjois-Savo";"Perustoimeentulotuki";"2021";"12";"2021-12-01";"uudet saajat";"334";"Saajakotitaloudet"
"Pohjois-Savo";"Perustoimeentulotuki";"2021";"12";"2021-12-01";"aiemmin tukea saaneet";"7913";"Saajat"
"Pohjois-Savo";"Perustoimeentulotuki";"2021";"12";"2021-12-01";"aiemmin tukea saaneet";"5769";"Saajakotitaloudet"
"Päijät-Häme";"Perustoimeentulotuki";"2021";"12";"2021-12-01";"uudet saajat";"287";"Saajat"
"Päijät-Häme";"Perustoimeentulotuki";"2021";"12";"2021-12-01";"uudet saajat";"237";"Saajakotitaloudet"
"Päijät-Häme";"Perustoimeentulotuki";"2021";"12";"2021-12-01";"aiemmin tukea saaneet";"8652";"Saajat"
"Päijät-Häme";"Perustoimeentulotuki";"2021";"12";"2021-12-01";"aiemmin tukea saaneet";"6045";"Saajakotitaloudet"
"Satakunta";"Perustoimeentulotuki";"2021";"12";"2021-12-01";"uudet saajat";"271";"Saajat"
"Satakunta";"Perustoimeentulotuki";"2021";"12";"2021-12-01";"uudet saajat";"216";"Saajakotitaloudet"
"Satakunta";"Perustoimeentulotuki";"2021";"12";"2021-12-01";"aiemmin tukea saaneet";"4741";"Saajat"
"Satakunta";"Perustoimeentulotuki";"2021";"12";"2021-12-01";"aiemmin tukea saaneet";"3470";"Saajakotitaloudet"
"Uusimaa";"Perustoimeentulotuki";"2021";"12";"2021-12-01";"uudet saajat";"2700";"Saajat"
"Uusimaa";"Perustoimeentulotuki";"2021";"12";"2021-12-01";"uudet saajat";"2055";"Saajakotitaloudet"
"Uusimaa";"Perustoimeentulotuki";"2021";"12";"2021-12-01";"aiemmin tukea saaneet";"77405";"Saajat"
"Uusimaa";"Perustoimeentulotuki";"2021";"12";"2021-12-01";"aiemmin tukea saaneet";"48164";"Saajakotitaloudet"
"Varsinais-Suomi";"Perustoimeentulotuki";"2021";"12";"2021-12-01";"uudet saajat";"665";"Saajat"
"Varsinais-Suomi";"Perustoimeentulotuki";"2021";"12";"2021-12-01";"uudet saajat";"506";"Saajakotitaloudet"
"Varsinais-Suomi";"Perustoimeentulotuki";"2021";"12";"2021-12-01";"aiemmin tukea saaneet";"13803";"Saajat"
"Varsinais-Suomi";"Perustoimeentulotuki";"2021";"12";"2021-12-01";"aiemmin tukea saaneet";"9152";"Saajakotitaloudet"
"Etelä-Karjala";"Perustoimeentulotuki";"2022";"1";"2022-01-01";"uudet saajat";"183";"Saajat"
"Etelä-Karjala";"Perustoimeentulotuki";"2022";"1";"2022-01-01";"uudet saajat";"147";"Saajakotitaloudet"
"Etelä-Karjala";"Perustoimeentulotuki";"2022";"1";"2022-01-01";"aiemmin tukea saaneet";"3529";"Saajat"
"Etelä-Karjala";"Perustoimeentulotuki";"2022";"1";"2022-01-01";"aiemmin tukea saaneet";"2599";"Saajakotitaloudet"
"Etelä-Pohjanmaa";"Perustoimeentulotuki";"2022";"1";"2022-01-01";"uudet saajat";"265";"Saajat"
"Etelä-Pohjanmaa";"Perustoimeentulotuki";"2022";"1";"2022-01-01";"uudet saajat";"193";"Saajakotitaloudet"
"Etelä-Pohjanmaa";"Perustoimeentulotuki";"2022";"1";"2022-01-01";"aiemmin tukea saaneet";"3785";"Saajat"
"Etelä-Pohjanmaa";"Perustoimeentulotuki";"2022";"1";"2022-01-01";"aiemmin tukea saaneet";"2612";"Saajakotitaloudet"
"Etelä-Savo";"Perustoimeentulotuki";"2022";"1";"2022-01-01";"uudet saajat";"198";"Saajat"
"Etelä-Savo";"Perustoimeentulotuki";"2022";"1";"2022-01-01";"uudet saajat";"155";"Saajakotitaloudet"
"Etelä-Savo";"Perustoimeentulotuki";"2022";"1";"2022-01-01";"aiemmin tukea saaneet";"3591";"Saajat"
"Etelä-Savo";"Perustoimeentulotuki";"2022";"1";"2022-01-01";"aiemmin tukea saaneet";"2659";"Saajakotitaloudet"
"Kainuu";"Perustoimeentulotuki";"2022";"1";"2022-01-01";"uudet saajat";"88";"Saajat"
"Kainuu";"Perustoimeentulotuki";"2022";"1";"2022-01-01";"uudet saajat";"69";"Saajakotitaloudet"
"Kainuu";"Perustoimeentulotuki";"2022";"1";"2022-01-01";"aiemmin tukea saaneet";"1599";"Saajat"
"Kainuu";"Perustoimeentulotuki";"2022";"1";"2022-01-01";"aiemmin tukea saaneet";"1154";"Saajakotitaloudet"
"Kanta-Häme";"Perustoimeentulotuki";"2022";"1";"2022-01-01";"uudet saajat";"255";"Saajat"
"Kanta-Häme";"Perustoimeentulotuki";"2022";"1";"2022-01-01";"uudet saajat";"193";"Saajakotitaloudet"
"Kanta-Häme";"Perustoimeentulotuki";"2022";"1";"2022-01-01";"aiemmin tukea saaneet";"5489";"Saajat"
"Kanta-Häme";"Perustoimeentulotuki";"2022";"1";"2022-01-01";"aiemmin tukea saaneet";"3861";"Saajakotitaloudet"
"Keski-Pohjanmaa";"Perustoimeentulotuki";"2022";"1";"2022-01-01";"uudet saajat";"75";"Saajat"
"Keski-Pohjanmaa";"Perustoimeentulotuki";"2022";"1";"2022-01-01";"uudet saajat";"49";"Saajakotitaloudet"
"Keski-Pohjanmaa";"Perustoimeentulotuki";"2022";"1";"2022-01-01";"aiemmin tukea saaneet";"1236";"Saajat"
"Keski-Pohjanmaa";"Perustoimeentulotuki";"2022";"1";"2022-01-01";"aiemmin tukea saaneet";"916";"Saajakotitaloudet"
"Keski-Suomi";"Perustoimeentulotuki";"2022";"1";"2022-01-01";"uudet saajat";"540";"Saajat"
"Keski-Suomi";"Perustoimeentulotuki";"2022";"1";"2022-01-01";"uudet saajat";"407";"Saajakotitaloudet"
"Keski-Suomi";"Perustoimeentulotuki";"2022";"1";"2022-01-01";"aiemmin tukea saaneet";"9669";"Saajat"
"Keski-Suomi";"Perustoimeentulotuki";"2022";"1";"2022-01-01";"aiemmin tukea saaneet";"7018";"Saajakotitaloudet"
"Kymenlaakso";"Perustoimeentulotuki";"2022";"1";"2022-01-01";"uudet saajat";"240";"Saajat"
"Kymenlaakso";"Perustoimeentulotuki";"2022";"1";"2022-01-01";"uudet saajat";"205";"Saajakotitaloudet"
"Kymenlaakso";"Perustoimeentulotuki";"2022";"1";"2022-01-01";"aiemmin tukea saaneet";"5033";"Saajat"
"Kymenlaakso";"Perustoimeentulotuki";"2022";"1";"2022-01-01";"aiemmin tukea saaneet";"3675";"Saajakotitaloudet"
"Lappi";"Perustoimeentulotuki";"2022";"1";"2022-01-01";"uudet saajat";"217";"Saajat"
"Lappi";"Perustoimeentulotuki";"2022";"1";"2022-01-01";"uudet saajat";"187";"Saajakotitaloudet"
"Lappi";"Perustoimeentulotuki";"2022";"1";"2022-01-01";"aiemmin tukea saaneet";"3921";"Saajat"
"Lappi";"Perustoimeentulotuki";"2022";"1";"2022-01-01";"aiemmin tukea saaneet";"2769";"Saajakotitaloudet"
"Pirkanmaa";"Perustoimeentulotuki";"2022";"1";"2022-01-01";"uudet saajat";"883";"Saajat"
"Pirkanmaa";"Perustoimeentulotuki";"2022";"1";"2022-01-01";"uudet saajat";"645";"Saajakotitaloudet"
"Pirkanmaa";"Perustoimeentulotuki";"2022";"1";"2022-01-01";"aiemmin tukea saaneet";"17945";"Saajat"
